Year,Region Name,Median Price
2008,Wilson County,6861653
2009,Wilson County,6697998
2010,Wilson County,6545963
2011,Wilson County,6417633
2012,Wilson County,6431371
2013,Wilson County,6651312
2014,Wilson County,7031149
2015,Wilson County,7501839
2016,Wilson County,8038738
2017,Wilson County,8579108
2018,Wilson County,9162453
2019,Wilson County,9529543
2020,Wilson County,2388243
1996,Williamson County,2523827
1997,Williamson County,2649983
1998,Williamson County,2779625
1999,Williamson County,2883265
2000,Williamson County,2974021
2001,Williamson County,3042399
2002,Williamson County,3115723
2003,Williamson County,4104007
2004,Williamson County,6208305
2005,Williamson County,6948772
2006,Williamson County,7565219
2007,Williamson County,7983220
2008,Williamson County,7823157
2009,Williamson County,7506593
2010,Williamson County,7296169
2011,Williamson County,7172075
2012,Williamson County,7318173
2013,Williamson County,7822267
2014,Williamson County,8353198
2015,Williamson County,8883124
2016,Williamson County,9452123
2017,Williamson County,10031173
2018,Williamson County,10453302
2019,Williamson County,10840279
2020,Williamson County,2744177
1996,Williamsburg County,
1997,Williamsburg County,
1998,Williamsburg County,
1999,Williamsburg County,
2000,Williamsburg County,
2001,Williamsburg County,
2002,Williamsburg County,
2003,Williamsburg County,
2004,Williamsburg County,
2005,Williamsburg County,311216
2006,Williamsburg County,763961
2007,Williamsburg County,833860
2008,Williamsburg County,833144
2009,Williamsburg County,804418
2010,Williamsburg County,774838
2011,Williamsburg County,749922
2012,Williamsburg County,717212
2013,Williamsburg County,717404
2014,Williamsburg County,728782
2015,Williamsburg County,733585
2016,Williamsburg County,768365
2017,Williamsburg County,798722
2018,Williamsburg County,820954
2019,Williamsburg County,855876
2020,Williamsburg County,213598
1996,Williamsburg City,
1997,Williamsburg City,
1998,Williamsburg City,
1999,Williamsburg City,
2000,Williamsburg City,
2001,Williamsburg City,
2002,Williamsburg City,918229
2003,Williamsburg City,2280469
2004,Williamsburg City,2594108
2005,Williamsburg City,3073720
2006,Williamsburg City,3389556
2007,Williamsburg City,3436412
2008,Williamsburg City,3315309
2009,Williamsburg City,3141136
2010,Williamsburg City,3029401
2011,Williamsburg City,2971269
2012,Williamsburg City,2970145
2013,Williamsburg City,3014564
2014,Williamsburg City,3080914
2015,Williamsburg City,3161166
2016,Williamsburg City,3233544
2017,Williamsburg City,3316603
2018,Williamsburg City,3403704
2019,Williamsburg City,3529289
2020,Williamsburg City,892274
1996,Williams County,864264
1997,Williams County,901768
1998,Williams County,946804
1999,Williams County,968122
2000,Williams County,1016375
2001,Williams County,1062061
2002,Williams County,1087103
2003,Williams County,1114142
2004,Williams County,1141636
2005,Williams County,1971285
2006,Williams County,2339981
2007,Williams County,2419797
2008,Williams County,2470343
2009,Williams County,2494765
2010,Williams County,2547276
2011,Williams County,2669967
2012,Williams County,2888667
2013,Williams County,3210520
2014,Williams County,3544861
2015,Williams County,3879027
2016,Williams County,4096703
2017,Williams County,4238706
2018,Williams County,4278531
2019,Williams County,4448104
2020,Williams County,1142056
1996,Willacy County,
1997,Willacy County,
1998,Willacy County,
1999,Willacy County,
2000,Willacy County,
2001,Willacy County,
2002,Willacy County,
2003,Willacy County,
2004,Willacy County,
2005,Willacy County,
2006,Willacy County,
2007,Willacy County,
2008,Willacy County,209039
2009,Willacy County,503560
2010,Willacy County,521061
2011,Willacy County,520570
2012,Willacy County,533195
2013,Willacy County,560740
2014,Willacy County,599215
2015,Willacy County,654881
2016,Willacy County,669179
2017,Willacy County,710748
2018,Willacy County,765155
2019,Willacy County,784016
2020,Willacy County,202801
1996,Will County,1823111
1997,Will County,1857352
1998,Will County,1890806
1999,Will County,1959860
2000,Will County,2060979
2001,Will County,2169286
2002,Will County,2296751
2003,Will County,2444639
2004,Will County,2616318
2005,Will County,2831296
2006,Will County,3026137
2007,Will County,3054484
2008,Will County,2911719
2009,Will County,2636069
2010,Will County,2516861
2011,Will County,2299624
2012,Will County,2154345
2013,Will County,2240009
2014,Will County,2386390
2015,Will County,2424474
2016,Will County,2536892
2017,Will County,2677294
2018,Will County,2788403
2019,Will County,2861475
2020,Will County,725974
1996,Wilkinson County,409795
1997,Wilkinson County,428802
1998,Wilkinson County,464429
1999,Wilkinson County,521874
2000,Wilkinson County,569163
2001,Wilkinson County,601996
2002,Wilkinson County,613057
2003,Wilkinson County,624372
2004,Wilkinson County,643765
2005,Wilkinson County,671005
2006,Wilkinson County,692162
2007,Wilkinson County,722801
2008,Wilkinson County,710949
2009,Wilkinson County,667955
2010,Wilkinson County,630857
2011,Wilkinson County,590833
2012,Wilkinson County,570616
2013,Wilkinson County,600242
2014,Wilkinson County,645178
2015,Wilkinson County,702690
2016,Wilkinson County,731821
2017,Wilkinson County,770120
2018,Wilkinson County,824327
2019,Wilkinson County,865346
2020,Wilkinson County,220495
1996,Wilkin County,
1997,Wilkin County,
1998,Wilkin County,
1999,Wilkin County,
2000,Wilkin County,
2001,Wilkin County,
2002,Wilkin County,
2003,Wilkin County,
2004,Wilkin County,
2005,Wilkin County,
2006,Wilkin County,
2007,Wilkin County,
2008,Wilkin County,287839
2009,Wilkin County,841488
2010,Wilkin County,815104
2011,Wilkin County,811386
2012,Wilkin County,854579
2013,Wilkin County,899924
2014,Wilkin County,965313
2015,Wilkin County,1039099
2016,Wilkin County,1131747
2017,Wilkin County,1292130
2018,Wilkin County,1420273
2019,Wilkin County,1511534
2020,Wilkin County,384812
1996,Wilkes County,1411236
1997,Wilkes County,1486328
1998,Wilkes County,1596409
1999,Wilkes County,1637761
2000,Wilkes County,1758875
2001,Wilkes County,1852676
2002,Wilkes County,1914142
2003,Wilkes County,1973002
2004,Wilkes County,2045258
2005,Wilkes County,2174648
2006,Wilkes County,2308086
2007,Wilkes County,2404810
2008,Wilkes County,2398974
2009,Wilkes County,2313606
2010,Wilkes County,2172566
2011,Wilkes County,2097308
2012,Wilkes County,2021512
2013,Wilkes County,2017125
2014,Wilkes County,2094414
2015,Wilkes County,2197809
2016,Wilkes County,2303724
2017,Wilkes County,2400385
2018,Wilkes County,2594824
2019,Wilkes County,2717029
2020,Wilkes County,687910
1996,Wilcox County,556953
1997,Wilcox County,574858
1998,Wilcox County,551290
1999,Wilcox County,520579
2000,Wilcox County,535930
2001,Wilcox County,577307
2002,Wilcox County,629539
2003,Wilcox County,672795
2004,Wilcox County,710323
2005,Wilcox County,711682
2006,Wilcox County,710028
2007,Wilcox County,718876
2008,Wilcox County,720634
2009,Wilcox County,687882
2010,Wilcox County,650033
2011,Wilcox County,599785
2012,Wilcox County,1024991
2013,Wilcox County,1473832
2014,Wilcox County,1531885
2015,Wilcox County,1601589
2016,Wilcox County,1678622
2017,Wilcox County,1766726
2018,Wilcox County,1863338
2019,Wilcox County,1935817
2020,Wilcox County,483987
1996,Wilbarger County,
1997,Wilbarger County,
1998,Wilbarger County,
1999,Wilbarger County,
2000,Wilbarger County,
2001,Wilbarger County,
2002,Wilbarger County,
2003,Wilbarger County,
2004,Wilbarger County,
2005,Wilbarger County,332147
2006,Wilbarger County,580712
2007,Wilbarger County,601648
2008,Wilbarger County,611531
2009,Wilbarger County,601409
2010,Wilbarger County,591008
2011,Wilbarger County,584276
2012,Wilbarger County,594901
2013,Wilbarger County,621362
2014,Wilbarger County,661076
2015,Wilbarger County,700924
2016,Wilbarger County,740888
2017,Wilbarger County,785888
2018,Wilbarger County,820415
2019,Wilbarger County,836891
2020,Wilbarger County,209336
1996,Wicomico County,1199413
1997,Wicomico County,1211082
1998,Wicomico County,1214704
1999,Wicomico County,1258926
2000,Wicomico County,1311493
2001,Wicomico County,1369706
2002,Wicomico County,1426041
2003,Wicomico County,1540857
2004,Wicomico County,1749218
2005,Wicomico County,2075849
2006,Wicomico County,2419381
2007,Wicomico County,2503156
2008,Wicomico County,2412013
2009,Wicomico County,2175696
2010,Wicomico County,2026985
2011,Wicomico County,1821077
2012,Wicomico County,1626167
2013,Wicomico County,1785798
2014,Wicomico County,1704996
2015,Wicomico County,1767010
2016,Wicomico County,1745061
2017,Wicomico County,1792398
2018,Wicomico County,1903534
2019,Wicomico County,1951855
2020,Wicomico County,504027
1996,Wichita County,
1997,Wichita County,
1998,Wichita County,
1999,Wichita County,
2000,Wichita County,
2001,Wichita County,
2002,Wichita County,
2003,Wichita County,
2004,Wichita County,
2005,Wichita County,947938
2006,Wichita County,1001120
2007,Wichita County,1021834
2008,Wichita County,1021579
2009,Wichita County,1002587
2010,Wichita County,986681
2011,Wichita County,974948
2012,Wichita County,958116
2013,Wichita County,971956
2014,Wichita County,998537
2015,Wichita County,1013984
2016,Wichita County,1035078
2017,Wichita County,1065754
2018,Wichita County,1105762
2019,Wichita County,1139995
2020,Wichita County,294657
1996,Whitman County,
1997,Whitman County,
1998,Whitman County,
1999,Whitman County,
2000,Whitman County,
2001,Whitman County,
2002,Whitman County,984325
2003,Whitman County,1478596
2004,Whitman County,1637343
2005,Whitman County,1901477
2006,Whitman County,2155550
2007,Whitman County,2261900
2008,Whitman County,2206013
2009,Whitman County,2021453
2010,Whitman County,1901933
2011,Whitman County,1835387
2012,Whitman County,1872920
2013,Whitman County,2037282
2014,Whitman County,2193172
2015,Whitman County,2382595
2016,Whitman County,2630520
2017,Whitman County,2912841
2018,Whitman County,3163374
2019,Whitman County,3327133
2020,Whitman County,849462
1996,Whitley County,
1997,Whitley County,
1998,Whitley County,
1999,Whitley County,
2000,Whitley County,
2001,Whitley County,
2002,Whitley County,
2003,Whitley County,
2004,Whitley County,
2005,Whitley County,1371516
2006,Whitley County,2139075
2007,Whitley County,2282625
2008,Whitley County,2274924
2009,Whitley County,2236943
2010,Whitley County,2240239
2011,Whitley County,2211478
2012,Whitley County,2228570
2013,Whitley County,2251681
2014,Whitley County,2312194
2015,Whitley County,2405125
2016,Whitley County,2536415
2017,Whitley County,2680387
2018,Whitley County,2823937
2019,Whitley County,2962102
2020,Whitley County,760512
1996,Whitfield County,854014
1997,Whitfield County,899180
1998,Whitfield County,981325
1999,Whitfield County,1031028
2000,Whitfield County,1091384
2001,Whitfield County,1161827
2002,Whitfield County,1207789
2003,Whitfield County,1252750
2004,Whitfield County,1290376
2005,Whitfield County,1361533
2006,Whitfield County,1441942
2007,Whitfield County,1483747
2008,Whitfield County,1464844
2009,Whitfield County,1382228
2010,Whitfield County,1283292
2011,Whitfield County,1190036
2012,Whitfield County,1139591
2013,Whitfield County,1187854
2014,Whitfield County,1268664
2015,Whitfield County,1339290
2016,Whitfield County,1401734
2017,Whitfield County,1482773
2018,Whitfield County,1558626
2019,Whitfield County,1657142
2020,Whitfield County,424165
1996,Whiteside County,
1997,Whiteside County,
1998,Whiteside County,
1999,Whiteside County,
2000,Whiteside County,
2001,Whiteside County,
2002,Whiteside County,
2003,Whiteside County,
2004,Whiteside County,
2005,Whiteside County,1145658
2006,Whiteside County,1206763
2007,Whiteside County,1220421
2008,Whiteside County,1187952
2009,Whiteside County,1111104
2010,Whiteside County,1079218
2011,Whiteside County,1055369
2012,Whiteside County,1051699
2013,Whiteside County,1068770
2014,Whiteside County,1106453
2015,Whiteside County,1151157
2016,Whiteside County,1195055
2017,Whiteside County,1233110
2018,Whiteside County,1266479
2019,Whiteside County,1299713
2020,Whiteside County,328603
1996,White Pine County,
1997,White Pine County,
1998,White Pine County,
1999,White Pine County,
2000,White Pine County,
2001,White Pine County,
2002,White Pine County,
2003,White Pine County,
2004,White Pine County,
2005,White Pine County,666136
2006,White Pine County,1222166
2007,White Pine County,1228897
2008,White Pine County,1021731
2009,White Pine County,872283
2010,White Pine County,771058
2011,White Pine County,696192
2012,White Pine County,717823
2013,White Pine County,858963
2014,White Pine County,1009935
2015,White Pine County,1150384
2016,White Pine County,1312836
2017,White Pine County,1434092
2018,White Pine County,1534257
2019,White Pine County,1590457
2020,White Pine County,402798
1996,White County,1472816
1997,White County,1533170
1998,White County,1626686
1999,White County,1665786
2000,White County,1708176
2001,White County,1787001
2002,White County,1826045
2003,White County,1873151
2004,White County,2095958
2005,White County,3890543
2006,White County,4122997
2007,White County,4273858
2008,White County,5561443
2009,White County,5404133
2010,White County,5192409
2011,White County,5016035
2012,White County,4978485
2013,White County,5886183
2014,White County,6186813
2015,White County,6453494
2016,White County,6669719
2017,White County,6963092
2018,White County,7376524
2019,White County,7743878
2020,White County,1961448
1996,Wheeler County,
1997,Wheeler County,
1998,Wheeler County,
1999,Wheeler County,
2000,Wheeler County,451368
2001,Wheeler County,642160
2002,Wheeler County,637552
2003,Wheeler County,647253
2004,Wheeler County,678380
2005,Wheeler County,690965
2006,Wheeler County,728539
2007,Wheeler County,766967
2008,Wheeler County,795374
2009,Wheeler County,746020
2010,Wheeler County,687891
2011,Wheeler County,648254
2012,Wheeler County,625129
2013,Wheeler County,661976
2014,Wheeler County,919324
2015,Wheeler County,1961426
2016,Wheeler County,3525937
2017,Wheeler County,3649857
2018,Wheeler County,3877662
2019,Wheeler County,4051348
2020,Wheeler County,1021760
1996,Whatcom County,124925
1997,Whatcom County,1551062
1998,Whatcom County,1647344
1999,Whatcom County,1728867
2000,Whatcom County,1797952
2001,Whatcom County,1862568
2002,Whatcom County,1945266
2003,Whatcom County,2169925
2004,Whatcom County,2577286
